Player,Nation,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Straight,Cmp,Off,Blocks,Position 1,Position 2
Tommaso Baldanzi,ITA,Empoli,it Serie A,20 years,8.3,257,223,29,6,0,0,16,9,10,4,3,0,201,5,8,Midfielder,Forward
Tommaso Baldanzi,ITA,Roma,it Serie A,20 years,5.8,205,201,4,0,1,0,7,4,0,0,0,0,175,0,2,Forward,Midfielder
Alejandro Balde,ESP,Barcelona,es La Liga,19 years,15.3,817,694,122,12,1,3,37,110,0,0,0,0,694,1,16,Defender,
George Baldock,GRE,Sheffield Utd,eng Premier League,30 years,10.8,397,335,60,2,0,0,18,58,0,0,0,0,291,2,18,Defender,
Carlos Baleba,CMR,Brighton,eng Premier League,19 years,14.7,775,767,6,6,0,5,0,0,0,0,0,0,713,2,10,Midfielder,
Carlos Baleba,CMR,Lille,fr Ligue 1,19 years,0.7,45,45,0,0,0,0,0,0,0,0,0,0,39,0,0,Midfielder,
Leonardo Balerdi,ARG,Marseille,fr Ligue 1,24 years,25.2,1628,1560,64,51,0,14,2,4,1,0,0,0,1402,4,12,Defender,
Iván Balliu,ALB,Rayo Vallecano,es La Liga,31 years,31.9,1487,1082,395,24,2,6,68,371,0,0,0,0,1116,10,43,Defender,
Fodé Ballo-Touré,SEN,Fulham,eng Premier League,26 years,0.8,78,57,20,2,0,0,4,18,0,0,0,0,56,1,3,Defender,Midfielder
Folarin Balogun,USA,Monaco,fr Ligue 1,22 years,18.8,365,333,25,1,3,1,7,0,0,0,0,0,263,7,15,Forward,
Jonathan Bamba,CIV,Celta Vigo,es La Liga,27 years,22.0,769,745,19,4,8,2,50,11,1,1,0,0,590,5,31,Midfielder,Forward
Mohamed Bamba,CIV,Lorient,fr Ligue 1,21 years,12.6,256,228,25,0,0,0,2,1,0,0,0,0,185,3,14,Forward,
Samuel Bamba,GER,Dortmund,de Bundesliga,19 years,0.5,20,19,1,0,0,0,4,1,0,0,0,0,14,0,1,Forward,
Lameck Banda,ZAM,Lecce,it Serie A,22 years,15.0,342,325,15,2,1,2,51,4,9,5,2,0,250,2,14,Forward,
Daniel Bandeira,POR,Hellas Verona,it Serie A,23 years,5.0,233,224,7,2,3,4,7,3,2,0,1,0,187,2,2,Midfielder,
Mamady Bangré,BFA,Toulouse,fr Ligue 1,22 years,1.1,74,74,0,0,0,0,4,0,0,0,0,0,59,0,3,Forward,Midfielder
Mattia Bani,ITA,Genoa,it Serie A,29 years,25.6,1152,1059,88,45,0,1,1,6,0,0,0,0,962,5,8,Defender,
Léo Baptistão,BRA,Almería,es La Liga,30 years,20.4,568,534,31,0,1,3,27,8,0,0,0,0,366,3,30,Forward,
Shandon Baptiste,GRN,Brentford,eng Premier League,25 years,2.5,90,87,3,0,0,0,3,1,0,0,0,0,66,0,5,Midfielder,
Antonín Barák,CZE,Fiorentina,it Serie A,28 years,9.0,392,372,20,3,0,1,4,4,1,0,0,0,338,0,13,Midfielder,Forward
Valentín Barco,ARG,Brighton,eng Premier League,19 years,3.4,233,204,28,5,2,1,30,15,8,3,2,2,179,1,5,Defender,Forward
Bradley Barcola,FRA,Lyon,fr Ligue 1,20 years,3.0,90,90,0,0,0,1,0,0,0,0,0,0,70,0,2,Forward,
Bradley Barcola,FRA,Paris S-G,fr Ligue 1,20 years,15.2,562,553,5,2,4,1,18,3,0,0,0,0,436,4,16,Forward,Midfielder
Melvin Bard,FRA,Nice,fr Ligue 1,22 years,29.5,1784,1509,266,32,0,2,70,233,1,1,0,0,1457,9,41,Defender,
Nicolò Barella,ITA,Inter,it Serie A,26 years,31.6,2168,2120,37,17,12,25,51,19,1,0,0,0,1835,11,37,Midfielder,
Kike Barja,ESP,Osasuna,es La Liga,26 years,3.4,114,110,4,1,0,0,23,1,2,2,0,0,83,0,3,Forward,Midfielder
Ross Barkley,ENG,Luton Town,eng Premier League,29 years,29.1,1474,1329,139,94,4,24,45,14,16,8,8,0,1218,6,31,Midfielder,
Aymen Barkok,MAR,Mainz 05,de Bundesliga,25 years,3.6,184,171,13,0,1,0,13,8,4,2,2,0,118,0,4,Midfielder,Forward
Harvey Barnes,ENG,Newcastle Utd,eng Premier League,25 years,8.9,272,262,8,2,1,2,12,4,0,0,0,0,208,2,13,Forward,Midfielder
Leandro Barreiro Martins,LUX,Mainz 05,de Bundesliga,23 years,29.0,925,900,20,18,0,3,5,2,0,0,0,0,679,5,24,Midfielder,
Enzo Barrenechea,ARG,Frosinone,it Serie A,22 years,31.2,1903,1795,104,88,1,13,1,3,0,0,0,0,1624,4,21,Midfielder,
Ander Barrenetxea,ESP,Real Sociedad,es La Liga,21 years,15.9,555,545,5,0,1,9,47,4,1,0,0,0,372,5,27,Forward,Midfielder
Pablo Barrios,ESP,Atlético Madrid,es La Liga,20 years,17.3,873,847,16,11,3,3,16,4,1,0,0,0,728,10,10,Midfielder,
Davide Bartesaghi,ITA,Milan,it Serie A,17 years,0.9,35,28,7,0,0,0,0,7,0,0,0,0,28,0,2,Defender,Midfielder
Marc Bartra,ESP,Betis,es La Liga,32 years,2.5,118,107,9,9,0,1,0,0,0,0,0,0,101,2,0,Defender,
Federico Baschirotto,ITA,Lecce,it Serie A,26 years,36.6,1808,1668,136,66,0,10,3,9,0,0,0,0,1516,4,10,Defender,
Steven Baseya,FRA,Strasbourg,fr Ligue 1,18 years,0.1,12,11,1,1,0,0,0,0,0,0,0,0,11,0,0,Defender,
Chris Basham,ENG,Sheffield Utd,eng Premier League,35 years,3.6,138,125,13,1,0,1,4,12,0,0,0,0,103,0,2,Defender,Midfielder
Toma Bašić,CRO,Salernitana,it Serie A,26 years,12.9,540,503,35,22,1,6,25,7,6,1,4,0,442,2,11,Midfielder,
Calvin Bassey,NGA,Fulham,eng Premier League,23 years,25.6,1674,1582,91,34,0,12,3,3,0,0,0,0,1440,1,20,Defender,
Alessandro Bastoni,ITA,Inter,it Serie A,24 years,25.2,1935,1787,139,58,1,29,76,71,0,0,0,0,1671,9,30,Defender,
Simone Bastoni,ITA,Empoli,it Serie A,26 years,8.3,360,281,76,17,2,2,36,41,16,4,9,0,246,3,12,Midfielder,Defender
Augusto Batalla,ARG,Granada,es La Liga,27 years,17.0,689,483,205,83,0,1,0,0,0,0,0,0,445,1,1,Goalkeeper,
Daniel Batz,GER,Mainz 05,de Bundesliga,32 years,4.0,153,120,33,12,0,0,0,0,0,0,0,0,104,0,0,Goalkeeper,
Maximilian Bauer,GER,Augsburg,de Bundesliga,23 years,9.0,491,452,39,17,0,0,1,15,0,0,0,0,423,0,3,Defender,
Elias Baum,GER,Eintracht Frankfurt,de Bundesliga,17 years,0.3,17,13,4,0,0,0,0,4,0,0,0,0,13,0,0,Defender,Midfielder
Oliver Baumann,GER,Hoffenheim,de Bundesliga,33 years,34.0,1412,1072,336,87,0,1,0,0,0,0,0,0,1055,4,0,Goalkeeper,
Christoph Baumgartner,AUT,RB Leipzig,de Bundesliga,23 years,12.9,456,443,8,5,4,1,8,3,0,0,0,0,340,5,15,Midfielder,Forward
Bebé,CPV,Rayo Vallecano,es La Liga,33 years,2.4,104,83,21,3,0,2,28,8,10,6,3,0,63,0,4,Midfielder,Forward
Ihlas Bebou,TOG,Hoffenheim,de Bundesliga,29 years,18.2,514,462,49,0,2,2,35,40,0,0,0,0,360,3,25,Forward,Defender
Mohamed Bechikh,FRA,Strasbourg,fr Ligue 1,18 years,0.2,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Forward,Midfielder
Adrian Beck,GER,Heidenheim,de Bundesliga,26 years,10.8,431,411,18,3,2,5,6,1,0,0,0,0,311,2,17,Midfielder,Forward
Owen Beck,WAL,Liverpool,eng Premier League,20 years,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Defender,
Sheraldo Becker,SUR,Real Sociedad,es La Liga,28 years,8.6,243,236,6,0,0,0,46,1,2,0,1,0,154,1,17,Forward,Midfielder
Sheraldo Becker,SUR,Union Berlin,de Bundesliga,28 years,7.2,280,261,18,0,0,1,57,13,1,0,0,1,183,1,13,Forward,Midfielder
Chris Bedia,CIV,Union Berlin,de Bundesliga,27 years,1.6,20,19,1,0,0,0,0,0,0,0,0,0,14,0,1,Forward,Midfielder
Donny van de Beek,NED,Manchester Utd,eng Premier League,26 years,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Defender,
Donny van de Beek,NED,Eintracht Frankfurt,de Bundesliga,26 years,4.0,139,134,5,1,1,0,7,0,4,0,4,0,109,0,5,Midfielder,Forward
Yanis Begraoui,MAR,Toulouse,fr Ligue 1,22 years,3.3,97,89,6,1,0,0,5,1,2,0,1,0,70,2,1,Forward,Midfielder
Kevin Behrens,GER,Wolfsburg,de Bundesliga,32 years,6.8,175,171,3,0,1,0,4,0,0,0,0,0,112,1,4,Forward,
Kevin Behrens,GER,Union Berlin,de Bundesliga,32 years,14.0,336,323,11,0,2,0,6,3,0,0,0,0,215,2,15,Forward,
Maximilian Beier,GER,Hoffenheim,de Bundesliga,20 years,26.9,550,498,50,0,4,1,38,8,1,1,0,0,384,2,26,Forward,Midfielder
Jérémie Bela,ANG,Clermont Foot,fr Ligue 1,30 years,2.3,100,94,6,1,0,0,14,2,3,2,0,0,70,0,5,Midfielder,Forward
Reda Belahyane,MAR,Hellas Verona,it Serie A,19 years,1.0,25,24,1,1,0,0,0,0,0,0,0,0,23,0,0,Midfielder,
Reda Belahyane,MAR,Nice,fr Ligue 1,19 years,0.3,15,15,0,0,0,0,0,0,0,0,0,0,13,0,1,Midfielder,
Amari'i Bell,JAM,Luton Town,eng Premier League,29 years,19.1,835,783,48,15,2,3,13,29,0,0,0,0,645,4,23,Defender,
Stefan Bell,GER,Mainz 05,de Bundesliga,31 years,7.4,370,364,6,6,0,0,1,0,0,0,0,0,297,0,4,Defender,
Alaa Bellaarouch,MAR,Strasbourg,fr Ligue 1,21 years,15.0,504,404,97,36,0,1,0,0,0,0,0,0,352,3,1,Goalkeeper,
Raoul Bellanova,ITA,Torino,it Serie A,23 years,33.8,1579,1285,288,14,0,4,178,274,0,0,0,0,1232,6,44,Defender,
Jean-Ricner Bellegarde,FRA,Wolves,eng Premier League,25 years,10.6,314,297,15,4,1,0,30,1,6,3,3,0,241,2,11,Midfielder,Forward
Jean-Ricner Bellegarde,FRA,Strasbourg,fr Ligue 1,25 years,3.0,96,88,6,1,0,0,8,0,5,3,2,0,67,2,1,Midfielder,Forward
Héctor Bellerín,ESP,Betis,es La Liga,28 years,19.0,979,791,185,17,0,8,40,168,0,0,0,0,756,3,20,Defender,
Jude Bellingham,ENG,Real Madrid,es La Liga,20 years,25.7,1543,1490,43,18,18,14,21,12,1,1,0,0,1363,10,25,Midfielder,
Jeanuël Belocian,FRA,Rennes,fr Ligue 1,18 years,16.1,862,807,55,9,0,5,13,43,0,0,0,0,759,0,8,Defender,
Andrea Belotti,ITA,Fiorentina,it Serie A,29 years,10.5,201,181,20,1,1,0,4,0,0,0,0,0,133,0,6,Forward,
Andrea Belotti,ITA,Roma,it Serie A,29 years,7.5,155,141,13,0,1,0,4,2,0,0,0,0,115,1,10,Forward,
Fran Beltrán,ESP,Celta Vigo,es La Liga,24 years,27.0,1364,1309,53,46,4,4,19,1,6,2,3,0,1180,2,19,Midfielder,
Lucas Beltrán,ARG,Fiorentina,it Serie A,22 years,18.8,459,438,19,2,4,3,7,4,0,0,0,0,360,2,15,Forward,Midfielder
Eliesse Ben Seghir,MAR,Monaco,fr Ligue 1,18 years,4.8,215,206,8,2,2,2,13,4,1,0,1,0,174,1,4,Midfielder,Forward
Anis Ben Slimane,TUN,Sheffield Utd,eng Premier League,22 years,4.7,139,129,7,1,1,0,0,0,0,0,0,0,92,3,7,Midfielder,
Wissam Ben Yedder,FRA,Monaco,fr Ligue 1,32 years,25.7,752,698,51,3,12,2,9,3,0,0,0,0,555,3,25,Forward,
Carlos Benavídez,URU,Alavés,es La Liga,25 years,12.6,459,447,11,7,1,6,4,3,1,0,0,0,321,1,3,Midfielder,
Ismaël Bennacer,ALG,Milan,it Serie A,25 years,12.8,818,772,43,21,7,3,32,5,17,4,8,0,711,3,11,Midfielder,
Saïd Benrahma,ALG,West Ham,eng Premier League,27 years,6.9,257,253,2,2,5,0,17,0,0,0,0,0,193,2,9,Forward,Midfielder
Saïd Benrahma,ALG,Lyon,fr Ligue 1,27 years,8.6,349,313,34,7,2,1,67,2,25,20,4,0,238,2,12,Forward,Midfielder
Ramy Bensebaini,ALG,Dortmund,de Bundesliga,28 years,11.5,851,746,105,22,1,4,21,83,0,0,0,0,702,0,26,Defender,
Nabil Bentaleb,ALG,Lille,fr Ligue 1,28 years,21.9,1454,1405,45,42,4,18,6,2,1,1,0,0,1248,4,15,Midfielder,
Rodrigo Bentancur,URU,Tottenham,eng Premier League,26 years,11.2,800,786,10,9,4,0,9,0,0,0,0,0,674,4,26,Midfielder,
Daniel Bentley,ENG,Wolves,eng Premier League,30 years,4.3,144,98,46,13,0,0,0,0,0,0,0,0,96,0,0,Goalkeeper,
Lucas Beraldo,BRA,Paris S-G,fr Ligue 1,19 years,11.2,968,912,56,22,1,3,2,33,0,0,0,0,867,0,10,Defender,
Domenico Berardi,ITA,Sassuolo,it Serie A,28 years,15.9,641,583,55,19,8,24,72,7,29,19,0,0,409,3,15,Forward,
Yuri Berchiche,ESP,Athletic Club,es La Liga,33 years,21.4,1304,1050,249,43,0,8,44,206,0,0,0,0,1078,5,26,Defender,
Álex Berenguer,ESP,Athletic Club,es La Liga,28 years,17.7,596,478,117,38,4,5,138,13,65,22,30,0,373,1,23,Forward,
Bartosz Bereszyński,POL,Empoli,it Serie A,31 years,19.6,867,685,177,31,0,2,16,146,0,0,0,0,673,5,27,Defender,
Jóhann Berg Guðmundsson,ISL,Burnley,eng Premier League,32 years,13.2,544,465,77,28,4,5,70,7,39,18,12,5,396,2,14,Midfielder,Forward
Sander Berge,NOR,Burnley,eng Premier League,25 years,33.4,1562,1529,31,21,7,10,12,1,0,0,0,0,1376,2,14,Midfielder,
Etrit Berisha,ALB,Empoli,it Serie A,34 years,14.0,494,356,134,44,0,1,0,0,0,0,0,0,339,4,0,Goalkeeper,
Medon Berisha,ALB,Lecce,it Serie A,19 years,2.3,98,91,7,3,0,2,3,0,3,2,1,0,84,0,1,Forward,Midfielder
Mergim Berisha,GER,Hoffenheim,de Bundesliga,25 years,1.6,33,30,2,0,1,1,2,0,0,0,0,0,22,1,2,Forward,
Mergim Berisha,GER,Augsburg,de Bundesliga,25 years,1.4,14,13,1,0,0,0,1,0,0,0,0,0,10,0,1,Forward,
Bernardo,BRA,Bochum,de Bundesliga,28 years,32.5,1622,1356,259,12,0,4,30,233,0,0,0,0,1167,7,34,Defender,
Victor Bernth Kristiansen,DEN,Bologna,it Serie A,20 years,25.6,1688,1452,231,24,0,4,35,207,0,0,0,0,1422,5,22,Defender,
Matúš Bero,SVK,Bochum,de Bundesliga,27 years,18.5,535,502,28,3,7,1,16,23,0,0,0,0,355,5,20,Midfielder,Forward
Luke Berry,ENG,Luton Town,eng Premier League,31 years,3.6,99,83,16,4,0,0,8,2,6,5,1,0,64,0,3,Midfielder,Defender
Dimitry Bertaud,COD,Montpellier,fr Ligue 1,25 years,4.0,142,103,38,15,0,0,0,0,0,0,0,0,91,1,0,Goalkeeper,
Jan-Niklas Beste,GER,Heidenheim,de Bundesliga,24 years,28.9,947,675,269,85,0,13,279,34,145,75,61,0,543,3,49,Forward,Midfielder
Beto,GNB,Everton,eng Premier League,25 years,10.6,180,179,1,0,1,1,5,1,0,0,0,0,108,0,6,Forward,
Beto,GNB,Udinese,it Serie A,25 years,0.8,11,9,2,0,0,0,0,0,0,0,0,0,10,0,0,Forward,
Davide Bettella,ITA,Monza,it Serie A,23 years,0.0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,Midfielder,
Sam Beukema,NED,Bologna,it Serie A,24 years,28.3,2055,1971,81,47,1,12,2,18,0,0,0,0,1842,3,13,Defender,
Jordan Beyer,GER,Burnley,eng Premier League,23 years,13.7,861,840,19,14,1,5,0,4,0,0,0,0,766,2,9,Defender,
Pep Biel,ESP,Augsburg,de Bundesliga,26 years,3.2,123,113,10,3,0,1,14,0,6,1,4,0,99,0,2,Midfielder,Forward
Jaka Bijol,SVN,Udinese,it Serie A,24 years,23.2,822,790,29,22,1,5,1,2,0,0,0,0,645,3,4,Defender,
El Bilal Touré,MLI,Atalanta,it Serie A,21 years,4.4,126,124,2,0,1,1,2,0,0,0,0,0,92,0,6,Forward,
Philip Billing,DEN,Bournemouth,eng Premier League,27 years,15.5,537,518,17,4,0,6,29,5,6,3,1,0,404,2,17,Midfielder,
Cristiano Biraghi,ITA,Fiorentina,it Serie A,30 years,26.2,1842,1329,510,103,0,14,226,298,109,28,53,0,1388,3,33,Defender,
Davide Biraschi,ITA,Genoa,it Serie A,29 years,1.0,37,28,9,2,0,0,0,7,0,0,0,0,31,0,0,Defender,
Samuele Birindelli,ITA,Monza,it Serie A,24 years,22.4,1104,939,160,11,1,14,54,148,1,0,0,0,902,5,31,Defender,
Tom Bischof,GER,Hoffenheim,de Bundesliga,18 years,2.0,112,106,6,1,0,1,11,0,5,1,3,0,90,0,4,Midfielder,Forward
Yves Bissouma,MLI,Tottenham,eng Premier League,26 years,23.0,1842,1787,51,48,3,4,1,3,0,0,0,0,1689,4,19,Midfielder,
Leonardo Bittencourt,GER,Werder Bremen,de Bundesliga,29 years,17.5,829,802,22,10,7,3,40,7,5,2,2,0,665,5,16,Midfielder,
Marco Bizot,NED,Brest,fr Ligue 1,32 years,32.0,1100,845,251,63,0,1,0,0,0,0,0,0,826,4,0,Goalkeeper,
Antonio Blanco,ESP,Alavés,es La Liga,23 years,27.0,1053,1018,30,25,4,21,15,2,3,1,0,0,811,5,27,Midfielder,
Rubén Blanco,ESP,Marseille,fr Ligue 1,28 years,1.3,51,36,15,5,0,0,0,0,0,0,0,0,43,0,0,Goalkeeper,
Hendry Blank,GER,Dortmund,de Bundesliga,18 years,0.5,59,56,3,1,0,1,0,0,0,0,0,0,58,0,0,Defender,
Ludovic Blas,FRA,Rennes,fr Ligue 1,25 years,17.4,506,468,36,14,1,4,53,4,18,6,5,0,395,2,12,Forward,Midfielder
Janis Blaswich,GER,RB Leipzig,de Bundesliga,32 years,21.0,957,786,170,36,0,0,0,0,0,0,0,0,836,1,1,Goalkeeper,
Alexis Blin,FRA,Lecce,it Serie A,26 years,18.2,779,744,30,18,1,2,11,8,0,0,0,0,671,5,9,Midfielder,
Daley Blind,NED,Girona,es La Liga,33 years,33.0,2585,2465,97,69,0,18,17,21,2,0,1,0,2304,23,27,Defender,
Myron Boadu,NED,Monaco,fr Ligue 1,22 years,0.9,15,15,0,0,0,0,0,0,0,0,0,0,10,0,0,Forward,
Benicio Boaitey,ENG,Brighton,eng Premier League,19 years,0.4,20,19,1,0,0,0,0,1,0,0,0,0,13,0,0,Forward,Defender
Jérôme Boateng,GER,Salernitana,it Serie A,34 years,2.6,126,124,2,2,0,0,1,0,0,0,0,0,106,0,0,Defender,
Oscar Bobb,NOR,Manchester City,eng Premier League,20 years,3.4,177,169,8,3,3,0,5,4,1,0,0,0,155,0,5,Forward,Midfielder
Sacha Boey,FRA,Bayern Munich,de Bundesliga,22 years,1.2,69,52,17,2,0,0,0,15,0,0,0,0,58,0,2,Defender,
Jeremie Boga,CIV,Nice,fr Ligue 1,26 years,22.2,753,676,73,7,3,1,88,5,61,30,24,1,583,4,18,Forward,
Jayden Bogle,ENG,Sheffield Utd,eng Premier League,23 years,31.0,969,803,164,8,1,3,40,155,0,0,0,0,684,2,32,Defender,
Emil Bohinen,NOR,Genoa,it Serie A,24 years,0.6,34,33,1,1,0,1,2,0,0,0,0,0,26,0,0,Midfielder,
Emil Bohinen,NOR,Salernitana,it Serie A,24 years,5.9,333,321,12,11,0,1,2,0,0,0,0,0,262,0,16,Midfielder,
Adama Bojang,GAM,Reims,fr Ligue 1,19 years,0.9,27,23,4,0,0,0,1,0,0,0,0,0,17,0,3,Forward,
Daniel Boloca,ROU,Sassuolo,it Serie A,24 years,22.5,1064,1048,15,13,1,3,8,0,0,0,0,0,956,1,15,Midfielder,
Willy Boly,CIV,Nottingham Forest,eng Premier League,32 years,16.0,671,599,69,13,1,1,1,56,0,0,0,0,502,3,10,Defender,
Giacomo Bonaventura,ITA,Fiorentina,it Serie A,33 years,25.3,1126,1078,46,13,15,5,54,6,5,1,3,0,928,2,27,Midfielder,
Federico Bonazzoli,ITA,Hellas Verona,it Serie A,26 years,11.3,314,294,17,0,3,5,7,1,0,0,0,0,242,3,11,Forward,Midfielder
Warren Bondo,FRA,Monza,it Serie A,19 years,16.4,621,602,16,6,0,3,2,3,1,0,0,0,557,3,11,Midfielder,
Giovanni Bonfanti,ITA,Atalanta,it Serie A,20 years,1.0,57,52,5,2,0,0,2,3,0,0,0,0,46,0,2,Defender,
Victor Boniface,NGA,Leverkusen,de Bundesliga,22 years,17.2,385,367,15,1,4,3,3,5,0,0,0,0,278,3,17,Forward,
Kevin Bonifazi,ITA,Bologna,it Serie A,27 years,1.0,82,80,2,2,0,0,0,0,0,0,0,0,72,0,1,Defender,
Kevin Bonifazi,ITA,Frosinone,it Serie A,27 years,3.4,145,133,12,8,0,1,0,4,0,0,0,0,123,0,4,Defender,
Leonardo Bonucci,ITA,Union Berlin,de Bundesliga,36 years,5.1,248,236,11,7,0,1,6,4,0,0,0,0,190,1,0,Defender,
Neto Borges,BRA,Clermont Foot,fr Ligue 1,26 years,28.0,1422,1213,209,9,3,3,79,195,1,0,0,0,1148,0,27,Defender,
Yvandro Borges Sanches,LUX,Gladbach,de Bundesliga,19 years,0.2,11,11,0,0,0,0,3,0,0,0,0,0,7,0,2,Midfielder,Forward
Sebastiaan Bornauw,BEL,Wolfsburg,de Bundesliga,24 years,15.9,842,800,42,26,0,0,1,0,0,0,0,0,737,0,3,Defender,
Rafael Borré,COL,Werder Bremen,de Bundesliga,27 years,11.0,301,284,15,0,2,4,12,6,0,0,0,0,223,2,9,Forward,
Gennaro Borrelli,ITA,Frosinone,it Serie A,23 years,0.3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Forward,
Adri Bosch,ESP,Granada,es La Liga,22 years,0.3,14,13,1,1,0,0,0,0,0,0,0,0,11,0,0,Defender,
Erik Botheim,NOR,Salernitana,it Serie A,23 years,3.5,65,61,4,0,0,1,1,0,0,0,0,0,48,0,1,Forward,Midfielder
Sven Botman,NED,Newcastle Utd,eng Premier League,23 years,15.3,1017,981,36,32,0,5,0,2,0,0,0,0,921,0,3,Defender,
Saïmon Bouabré,FRA,Monaco,fr Ligue 1,17 years,0.5,17,17,0,0,0,0,0,0,0,0,0,0,15,0,1,Midfielder,
Ayyoub Bouaddi,FRA,Lille,fr Ligue 1,15 years,1.5,115,115,0,0,0,0,2,0,0,0,0,0,103,0,3,Midfielder,
Badredine Bouanani,ALG,Nice,fr Ligue 1,18 years,1.8,70,70,0,0,0,1,8,0,0,0,0,0,54,0,3,Forward,
Badredine Bouanani,ALG,Lorient,fr Ligue 1,18 years,4.9,180,161,18,6,0,4,10,6,6,3,1,0,146,1,8,Midfielder,
Mohamed Bouchenna,FRA,Clermont Foot,fr Ligue 1,17 years,0.3,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,Midfielder,Forward
Hicham Boudaoui,ALG,Nice,fr Ligue 1,23 years,17.9,717,703,11,8,3,0,23,1,1,0,0,0,601,3,18,Midfielder,
Yassine Bounou,MAR,Sevilla,es La Liga,32 years,1.0,31,21,10,3,0,0,0,0,0,0,0,0,20,0,0,Goalkeeper,
Mehdi Bourabia,MAR,Frosinone,it Serie A,31 years,2.2,98,96,2,2,1,0,2,0,0,0,0,0,76,0,4,Midfielder,
Benjamin Bourigeaud,FRA,Rennes,fr Ligue 1,29 years,26.9,1566,1354,207,62,7,14,165,45,96,33,48,0,1197,5,34,Midfielder,Forward
Bilal Boutobba,FRA,Clermont Foot,fr Ligue 1,24 years,10.3,395,367,27,11,5,0,57,4,12,10,2,0,273,1,16,Forward,Midfielder
Hugo Boutsingkham,FRA,Nantes,fr Ligue 1,20 years,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Midfielder,Forward
Edoardo Bove,ITA,Roma,it Serie A,21 years,19.8,780,764,11,10,3,3,8,1,0,0,0,0,649,5,19,Midfielder,
Jarrod Bowen,ENG,West Ham,eng Premier League,26 years,33.5,702,641,59,2,5,3,75,3,32,27,0,0,484,2,52,Forward,
Lucas Boyé,ARG,Granada,es La Liga,27 years,28.2,631,564,60,1,2,5,14,1,0,0,0,0,454,7,25,Forward,
Domagoj Bradarić,CRO,Salernitana,it Serie A,23 years,30.5,1536,1248,286,33,2,10,81,243,9,3,6,0,1184,2,41,Defender,
Conor Bradley,NIR,Liverpool,eng Premier League,20 years,8.4,530,445,85,10,3,1,18,75,0,0,0,0,419,0,16,Defender,
Bilal Brahimi,ALG,Nice,fr Ligue 1,23 years,0.1,13,11,2,1,0,0,2,0,1,0,0,0,10,0,0,Forward,
Bilal Brahimi,ALG,Brest,fr Ligue 1,23 years,2.5,122,114,8,1,1,1,32,3,4,3,1,0,72,0,8,Forward,Midfielder
Julian Brandt,GER,Dortmund,de Bundesliga,27 years,24.7,1319,1143,172,38,6,12,165,15,116,53,53,2,1054,4,24,Midfielder,Forward
Jarrad Branthwaite,ENG,Everton,eng Premier League,21 years,34.6,1385,1366,13,6,0,6,1,7,0,0,0,0,1105,6,12,Defender,
Darko Brašanac,SRB,Osasuna,es La Liga,31 years,0.5,15,15,0,0,0,0,1,0,0,0,0,0,9,0,0,Midfielder,
Lilian Brassier,FRA,Brest,fr Ligue 1,23 years,29.7,1810,1755,54,53,2,20,5,1,0,0,0,0,1503,1,10,Defender,
Brau,ESP,Granada,es La Liga,21 years,0.3,10,9,1,0,0,0,1,1,0,0,0,0,7,0,0,Defender,
Claudio Bravo,CHI,Betis,es La Liga,40 years,7.0,230,153,76,16,1,1,0,0,0,0,0,0,186,1,0,Goalkeeper,
Fabian Bredlow,GER,Stuttgart,de Bundesliga,28 years,4.0,179,158,21,10,0,0,0,0,0,0,0,0,136,0,0,Goalkeeper,
Tim Breithaupt,GER,Augsburg,de Bundesliga,21 years,7.0,281,274,6,3,0,0,2,0,0,0,0,0,232,1,6,Midfielder,
Josip Brekalo,CRO,Fiorentina,it Serie A,25 years,7.2,291,278,11,4,0,0,24,1,6,0,5,0,234,2,8,Forward,
Gleison Bremer,BRA,Juventus,it Serie A,26 years,35.9,1930,1854,71,25,0,8,1,2,0,0,0,0,1661,5,14,Defender,
Brenner,BRA,Udinese,it Serie A,23 years,2.1,54,52,2,1,0,0,1,0,0,0,0,0,47,0,0,Midfielder,Forward
Ben Brereton,CHI,Sheffield Utd,eng Premier League,24 years,12.3,266,247,19,0,0,0,9,4,1,0,0,0,201,0,8,Forward,Midfielder
Ben Brereton,CHI,Villarreal,es La Liga,24 years,3.0,74,73,1,0,1,0,4,1,0,0,0,0,55,0,4,Forward,Midfielder
Marco Brescianini,ITA,Frosinone,it Serie A,23 years,25.8,804,761,40,7,5,0,20,29,0,0,0,0,632,3,21,Midfielder,
Maximilian Breunig,GER,Freiburg,de Bundesliga,22 years,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Forward,
Rhian Brewster,ENG,Sheffield Utd,eng Premier League,23 years,3.8,76,73,3,0,0,0,3,0,0,0,0,0,52,0,1,Forward,Midfielder
Bennit Bröger,GER,Wolfsburg,de Bundesliga,17 years,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Forward,
