Player,Nation,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Position 1,Position 2
Rubén Alcaraz,ESP,Cádiz,es La Liga,32 years,34.8,3,46,10,21.7,1.32,0.29,0.02,0.1,24.9,8,2,2,3.3,1.7,0.04,-0.3,-0.7,Midfielder,
Omar Alderete,PAR,Getafe,es La Liga,26 years,24.4,0,24,5,20.8,0.98,0.21,0.0,0.0,19.7,3,0,0,1.2,1.2,0.05,-1.2,-1.2,Defender,
Iván Alejo,ESP,Cádiz,es La Liga,28 years,18.8,0,11,2,18.2,0.59,0.11,0.0,0.0,21.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Midfielder,
Carles Aleñá,ESP,Getafe,es La Liga,25 years,11.3,1,16,5,31.3,1.41,0.44,0.06,0.2,18.8,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Midfielder,
Trent Alexander-Arnold,ENG,Liverpool,eng Premier League,24 years,23.9,3,47,8,17.0,1.96,0.33,0.06,0.38,24.4,5,0,0,2.6,2.3,0.05,0.4,0.7,Defender,
Aboubacar Ali,COM,Strasbourg,fr Ligue 1,17 years,1.4,0,4,2,50.0,2.77,1.38,0.0,0.0,19.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Midfielder,Forward
Mohamed Ali Cho,FRA,Real Sociedad,es La Liga,19 years,2.8,0,3,0,0.0,1.08,0.0,0.0,,17.4,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Forward,Midfielder
Mohamed Ali Cho,FRA,Nice,fr Ligue 1,19 years,9.6,1,18,6,33.3,1.88,0.63,0.06,0.17,21.1,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Forward,
Faride Alidou,GER,Köln,de Bundesliga,22 years,14.2,4,33,11,33.3,2.32,0.77,0.12,0.36,14.5,0,0,0,3.0,3.0,0.09,1.0,1.0,Forward,Midfielder
Nabil Alioui,FRA,Le Havre,fr Ligue 1,24 years,11.2,4,28,9,32.1,2.5,0.8,0.14,0.44,19.0,1,0,0,2.4,2.4,0.09,1.6,1.6,Midfielder,Forward
Alisson,BRA,Liverpool,eng Premier League,30 years,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Tadeo Allende,ARG,Celta Vigo,es La Liga,24 years,3.7,1,8,2,25.0,2.14,0.54,0.13,0.5,17.4,0,0,0,1.2,1.2,0.16,-0.2,-0.2,Midfielder,Forward
Jim Allevinah,GAB,Clermont Foot,fr Ligue 1,28 years,20.7,2,37,11,29.7,1.79,0.53,0.05,0.18,14.8,0,0,0,2.6,2.6,0.07,-0.6,-0.6,Midfielder,Defender
Domingos André Ribeiro Almeida,POR,Valencia,es La Liga,23 years,10.7,2,10,4,40.0,0.93,0.37,0.2,0.5,19.3,0,0,0,0.6,0.6,0.06,1.4,1.4,Forward,Midfielder
Miguel Almirón,PAR,Newcastle Utd,eng Premier League,29 years,21.5,3,41,12,29.3,1.91,0.56,0.07,0.25,16.1,0,0,0,4.5,4.5,0.11,-1.5,-1.5,Forward,
Pontus Almqvist,SWE,Lecce,it Serie A,24 years,23.4,2,40,15,37.5,1.71,0.64,0.05,0.13,19.7,0,0,0,2.3,2.3,0.06,-0.3,-0.3,Forward,Midfielder
Marcos Alonso,ESP,Barcelona,es La Liga,32 years,2.8,0,3,2,66.7,1.07,0.71,0.0,0.0,20.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Defender,
Adrià Altimira,ESP,Villarreal,es La Liga,22 years,8.6,0,1,0,0.0,0.12,0.0,0.0,,27.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Defender,Midfielder
Sergi Altimira,ESP,Betis,es La Liga,21 years,6.3,1,7,2,28.6,1.11,0.32,0.14,0.5,22.3,0,0,0,0.2,0.2,0.03,0.8,0.8,Midfielder,
Edson Álvarez,MEX,West Ham,eng Premier League,25 years,26.4,1,17,3,17.6,0.64,0.11,0.06,0.33,21.1,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Midfielder,
Gastón Álvarez,URU,Getafe,es La Liga,23 years,28.2,2,14,3,21.4,0.5,0.11,0.14,0.67,16.5,0,0,0,0.7,0.7,0.05,1.3,1.3,Defender,
Hugo Álvarez,ESP,Celta Vigo,es La Liga,20 years,8.5,1,12,4,33.3,1.42,0.47,0.08,0.25,13.9,0,0,0,1.0,1.0,0.09,0.0,0.0,Midfielder,Defender
Julián Álvarez,ARG,Manchester City,eng Premier League,23 years,29.4,11,96,37,38.5,3.26,1.26,0.09,0.24,17.8,13,2,2,13.0,11.5,0.12,-2.0,-2.5,Midfielder,Forward
Yeray Álvarez,ESP,Athletic Club,es La Liga,28 years,12.8,0,7,2,28.6,0.55,0.16,0.0,0.0,14.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Defender,
Skelly Alvero,FRA,Lyon,fr Ligue 1,21 years,4.7,1,9,3,33.3,1.9,0.63,0.11,0.33,22.9,0,0,0,0.4,0.4,0.05,0.6,0.6,Midfielder,
Skelly Alvero,FRA,Werder Bremen,de Bundesliga,21 years,1.4,1,5,3,60.0,3.66,2.2,0.2,0.33,15.1,0,0,0,0.3,0.3,0.07,0.7,0.7,Midfielder,
Papa Amadou Diallo,SEN,Metz,fr Ligue 1,19 years,9.9,2,13,5,38.5,1.32,0.51,0.15,0.4,14.7,0,0,0,2.6,2.6,0.2,-0.6,-0.6,Forward,
Selim Amallah,MAR,Valencia,es La Liga,26 years,6.7,0,11,4,36.4,1.64,0.6,0.0,0.0,21.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Forward,Midfielder
Amath,SEN,Mallorca,es La Liga,27 years,4.4,0,12,2,16.7,2.74,0.46,0.0,0.0,14.1,0,0,0,1.6,1.6,0.13,-1.6,-1.6,Forward,Midfielder
Lorenzo Amatucci,ITA,Fiorentina,it Serie A,19 years,0.2,0,1,0,0.0,4.09,0.0,0.0,,29.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Midfielder,
Jordan Amavi,FRA,Brest,fr Ligue 1,29 years,1.0,1,1,1,100.0,0.99,0.99,1.0,1.0,26.9,1,0,0,0.1,0.1,0.1,0.9,0.9,Defender,
Zeki Amdouni,SUI,Burnley,eng Premier League,22 years,21.7,5,48,21,43.8,2.21,0.97,0.08,0.19,17.8,0,1,1,5.8,5.0,0.1,-0.8,-1.0,Forward,
Kelvin Amian,FRA,Nantes,fr Ligue 1,25 years,8.9,0,1,0,0.0,0.11,0.0,0.0,,22.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Defender,
Bruno Amione,ARG,Hellas Verona,it Serie A,21 years,6.4,0,5,3,60.0,0.78,0.47,0.0,0.0,9.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Defender,
Michael Amir Murillo,PAN,Marseille,fr Ligue 1,27 years,11.1,3,6,4,66.7,0.54,0.36,0.5,0.75,16.8,0,0,0,0.8,0.8,0.14,2.2,2.2,Defender,
Nadiem Amiri,GER,Mainz 05,de Bundesliga,26 years,14.6,1,35,8,22.9,2.4,0.55,0.03,0.13,26.8,11,0,1,2.2,1.4,0.04,-1.2,-0.4,Midfielder,
Nadiem Amiri,GER,Leverkusen,de Bundesliga,26 years,1.0,0,3,2,66.7,3.14,2.09,0.0,0.0,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Midfielder,
Kofi Amoako,GER,Wolfsburg,de Bundesliga,18 years,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
Sofyan Amrabat,MAR,Manchester Utd,eng Premier League,26 years,10.4,0,3,0,0.0,0.29,0.0,0.0,,26.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Midfielder,Defender
Joachim Andersen,DEN,Crystal Palace,eng Premier League,27 years,37.9,2,21,8,38.1,0.55,0.21,0.1,0.25,12.8,1,0,0,1.7,1.7,0.08,0.3,0.3,Defender,
Elliot Anderson,ENG,Newcastle Utd,eng Premier League,20 years,11.4,0,19,4,21.1,1.67,0.35,0.0,0.0,14.5,0,0,0,1.5,1.5,0.08,-1.5,-1.5,Midfielder,Forward
